,repo_names
835,microsoft/Windows-Driver-Developer-Supplemental-Tools
836,microsoft/surface-duo-oss-platform.vendor.opensource.dataipa
837,microsoft/surface-duo-oss-platform.vendor.opensource.camera-kernel
838,microsoft/surface-duo-oss-kernel.tests
839,microsoft/surface-duo-oss-kernel.build
840,microsoft/surface-duo-oss-platform.vendor.opensource.audio-kernel
841,microsoft/FeatureManagement-Dotnet
842,microsoft/DACExtensions
843,microsoft/Azure-Kinect-Sensor-SDK
844,microsoft/data-protection-mapping-project
845,microsoft/PSRule.Rules.CAF
846,microsoft/fluentui-token-pipeline
847,microsoft/customer-insights-azure-data-workshop
848,microsoft/mattercenter
849,microsoft/franceconnect-service-provider-dotnet-webapp-aspnetcore
850,microsoft/D3D9On12
851,microsoft/SQL_LogScout
852,microsoft/Nova
853,microsoft/CLOG
854,microsoft/vivainsights-odatadl
855,microsoft/durabletask-netherite
856,microsoft/franceconnect-identity-provider-dotnet-webapi-aspnetcore
857,microsoft/franceconnect-data-provider-dotnet-webapi-aspnetcore
858,microsoft/azdo-databricks
859,microsoft/CSEDevOps
860,microsoft/PowerBI-Developer-Samples
861,microsoft/vscode-mono-debug
862,microsoft/appcenter-sdk-react-native
863,microsoft/epic-supervisor
864,microsoft/graph-stats-tools
865,microsoft/essex-js-toolkit
866,microsoft/TeamCloud
867,microsoft/backfill
868,microsoft/epic-marbles
869,microsoft/powerapps-tools
870,microsoft/clock
871,microsoft/project-html-website
872,microsoft/coyote-samples
873,microsoft/SdnDiagnostics
874,microsoft/vscode-spring-initializr
875,microsoft/Cream
876,microsoft/Windows-universal-samples
877,microsoft/mu_tiano_platforms
878,microsoft/surface-duo-oss-kernel.msm-4..14
879,microsoft/surface-duo-oss-platform.vendor.qcom-opensource.wlan.fw-api
880,microsoft/surface-duo-oss-platform.vendor.qcom-opensource.wlan.qcacld-3..0
881,microsoft/surface-duo-oss-platform.vendor.qcom-opensource.wlan.qca-wifi-host-cmn
882,microsoft/vscode-selfhost-test-provider
883,microsoft/macos-cookbook
884,microsoft/superbench-results
885,microsoft/pxt-mkc
886,microsoft/vscode-cdp-proxy
887,microsoft/AzureAutomaticGradingEngine_Assignments
888,microsoft/vscode-remote-repositories-github
889,microsoft/StoreBroker
890,microsoft/differentially-private-ngram-extraction
891,microsoft/Win2D-Samples
892,microsoft/bonsai-simulink
893,microsoft/RichCodeNavIndexer
894,microsoft/CSS_SQL_Networking_Tools
895,microsoft/vscode-references-view
896,microsoft/Get-ExchangeBuildNumber
897,microsoft/asconnect
898,microsoft/nodejs-guidelines
899,microsoft/Simplify-Docx
900,microsoft/vscode-npm-scripts
901,microsoft/powerbi-visuals-bulletchart
902,microsoft/vscode-java-dependency
903,microsoft/java-debug
904,microsoft/vscode-java-debug
905,microsoft/HiTab
906,microsoft/thematic
907,microsoft/CBL-Mariner-Linux-Kernel
908,microsoft/react-dag-editor
909,microsoft/bond
910,microsoft/DataStreamerSamples
911,microsoft/finnts
912,microsoft/vscode-recipes
913,microsoft/GazeInteractionApps
914,microsoft/intelligent_auto_scaling
915,microsoft/ALEX
916,microsoft/CopyOnWrite
917,microsoft/bonsai-viz-example
918,microsoft/msmarco
919,microsoft/neurips21-self-supervised-bug-detection-and-repair
920,microsoft/overreact-core
921,microsoft/OpenHack-FHIR
922,microsoft/llvm-mctoll
923,microsoft/azure-pipelines-artifact-caching-tasks
924,microsoft/codetour
925,microsoft/powerbi-visuals-api
926,microsoft/mi-module-zoo
927,microsoft/vscode-lsif-extension
928,microsoft/project-azua
929,microsoft/vsts-extension-multivalue-control
930,microsoft/PSRule.Rules.MSFT.OSS
931,microsoft/PSRule.Rules.Kubernetes
932,microsoft/Federal-Business-Applications
933,microsoft/artifacts-credprovider
934,microsoft/MCW-Internet-of-Things
935,microsoft/spring-data-cosmosdb
936,microsoft/devops-project-samples
937,microsoft/Git-Credential-Manager-for-Windows
938,microsoft/clr-samples
939,microsoft/AzureMonitorCommunity
940,microsoft/moabsim-py
941,microsoft/LoRA
942,microsoft/Ceruleoscope
943,microsoft/charts
944,microsoft/tsdoc.org-website
945,microsoft/corenet-ci
946,microsoft/studentambassadors
947,microsoft/graspologic-native
948,microsoft/powerquery-language-services
949,microsoft/vscode-emmet-helper
950,microsoft/ObjectStoreProvider
951,microsoft/azure-devops-intellij
952,microsoft/CQRS.Mediatr.Lite
953,microsoft/PowerBI-visuals-ForceGraph
954,microsoft/CSWin-Transformer
955,microsoft/AzureKeyVaultExplorer
956,microsoft/vision-longformer
957,microsoft/MeshGraphormer
958,microsoft/dsb
959,microsoft/surface-duo-oss-platform.vendor.qcom-opensource.data-kernel
960,microsoft/Spartan
961,microsoft/Windows-appsample-familynotes
962,microsoft/Forest_IR_synthesis
963,microsoft/verseagility
964,microsoft/weblogic-on-azure
965,microsoft/OrcasNinjaTeam
966,microsoft/vscode-js-profile-visualizer
967,microsoft/vscode-test-adapter-converter
968,microsoft/ntttcp
969,microsoft/deepnmt
970,microsoft/DxCapsViewer
971,microsoft/python-type-stubs
972,microsoft/VoTT
973,microsoft/DialoGPT
974,microsoft/machine-learning-collection
975,microsoft/perfviewjs
976,microsoft/PowerBI-LogAnalytics-Template-Reports
977,microsoft/SP-Server-Workflow-Scanner
978,microsoft/batch-processing-kit
979,microsoft/NurseHackAPIs
980,microsoft/Intune-PowerShell-Management
981,microsoft/vsts-extension-retrospectives
982,microsoft/charticulator.com
983,microsoft/vscode-test-web
984,microsoft/pipelines-appservice-lib
985,microsoft/spring-data-gremlin
986,microsoft/SEED-Encoder
987,microsoft/vert-papers
988,microsoft/SuperPod
989,microsoft/botframework-telephony
990,microsoft/D3D12TranslationLayer
991,microsoft/satcheljs
992,microsoft/vscode-windows-process-tree
993,microsoft/onnxruntime-web-demo
994,microsoft/Secure-Supply-Chain
995,microsoft/qsharp-language
996,microsoft/azure-sql-tips
997,microsoft/vscode-powerquery
998,microsoft/pxt-neopixel
999,microsoft/tsiclient
1000,microsoft/dotnet
1001,microsoft/vision-evaluation
1002,microsoft/nav-docker
1003,microsoft/vscode-azurecognitivesearch
1004,microsoft/AppCenter-SDK-Unity-Extension
1005,microsoft/eMAPI
1006,microsoft/electron-gqlmapi
1007,microsoft/VerifiableCredentials-Verification-SDK-Typescript
1008,microsoft/BotFunctionalTestingService
1009,microsoft/TypeScript-Make-Monaco-Builds
1010,microsoft/vscode-wiki
1011,microsoft/vscode-oniguruma
1012,microsoft/monaco-editor-samples
1013,microsoft/monaco-editor
1014,microsoft/monaco-json
1015,microsoft/knowledge-extraction-recipes-forms
1016,microsoft/vscode-linux-build-agent
1017,microsoft/HoloLens2ForCV
1018,microsoft/ts-gyb
1019,microsoft/ability-attributes
1020,microsoft/jacdac-dotnet
1021,microsoft/Swin-Transformer
1022,microsoft/terraform-spring-boot
1023,microsoft/vscode-github-triage-extension
1024,microsoft/globe
1025,microsoft/voxelpose-pytorch
1026,microsoft/ReportingServicesTools
1027,microsoft/affectbased
1028,microsoft/multiview-human-pose-estimation-pytorch
1029,microsoft/strategically_efficient_rl
1030,microsoft/human-pose-estimation.pytorch
1031,microsoft/OCR-Form-Tools
1032,microsoft/tensorflow-directml
1033,microsoft/onnxjs-demo
1034,microsoft/Orb
1035,microsoft/dag-history-component
1036,microsoft/Guestivus
1037,microsoft/onnxjs
1038,microsoft/IIS.Administration
1039,microsoft/agdiag
1040,microsoft/Build-omi
1041,microsoft/omi
1042,microsoft/TypeScript-TmLanguage
1043,microsoft/project-ruby-rails-container
1044,microsoft/MaskedLARk
1045,microsoft/vscode-arduino
1046,microsoft/dstoolkit-anomaly-detection-ijungle
1047,microsoft/GraphEngine
1048,microsoft/botframework-webchat-chat-adapter
1049,microsoft/tolerant-php-parser
1050,microsoft/rust_win_etw
1051,microsoft/tracing-etw
1052,microsoft/genomicsnotebook
1053,microsoft/SEAL-Embedded
1054,microsoft/bonsai-log-tools
1055,microsoft/static-web-apps-gallery-code-samples
1056,microsoft/TeamMate
1057,microsoft/VerifiableCredentials-Crypto-SDK-Typescript
1058,microsoft/minecraft-gametests
1059,microsoft/powerquery-parser
1060,microsoft/xblock-officevideo
1061,microsoft/FaceSynthetics
1062,microsoft/azure-api-management-monetization
1063,microsoft/dstoolkit-ml-ops-for-databricks
1064,microsoft/powerquery-formatter
1065,microsoft/MS-SNSD
1066,microsoft/PowerBI-CSharp
1067,microsoft/react-native-dualscreen
1068,microsoft/AcademicContent
1069,microsoft/idfix
1070,microsoft/opstractor
1071,microsoft/BackwardCompatibilityML
1072,microsoft/dts-gen
1073,microsoft/vision-datasets
1074,microsoft/Bringing-Old-Photos-Back-to-Life
1075,microsoft/angular-react
1076,microsoft/CSU-AzureLabs
1077,microsoft/jfr-streaming
1078,microsoft/microsoft.github.io
1079,microsoft/opensource.microsoft.com
1080,microsoft/monaco-editor-webpack-plugin
1081,microsoft/monaco-typescript
1082,microsoft/SymCrypt-OpenSSL
1083,microsoft/krabsetw
1084,microsoft/CBL-MarinerDemo
1085,microsoft/tfs-cli
1086,microsoft/powerbi-visuals-histogram
1087,microsoft/ps-rule
1088,microsoft/CosmosDB-Solution-Accelerator-CosmosDB-Helper
1089,microsoft/etl2pcapng
1090,microsoft/Stochastic-Mixture-of-Experts
1091,microsoft/webpack-dataverse
1092,microsoft/VSTSAgent.PowerShell
1093,microsoft/otdd
1094,microsoft/acc-vm-engine
1095,microsoft/typed-rest-client
1096,microsoft/FastTrack
1097,microsoft/redux-dynamic-modules
1098,microsoft/tigertoolbox
1099,microsoft/icu
1100,microsoft/OpenAPI.NET.OData
1101,microsoft/ethr
1102,microsoft/monthlyresources
1103,microsoft/ntttcp-for-linux
1104,microsoft/inspector-topo
1105,microsoft/cpp-build-insights-samples
1106,microsoft/TaxiXNLI
1107,microsoft/Bing-Maps-Fleet-Tracker
1108,microsoft/edge-extension-settings-generator
1109,microsoft/NH4H-UserProfile
1110,microsoft/AIForAccessibility-Samples
1111,microsoft/aadb2c-starter-kit
1112,microsoft/makecode-csp
1113,microsoft/HAXPlaybook
1114,microsoft/AzureTrailblazerAcademy
1115,microsoft/PowerBI-visuals-FacetKey
1116,microsoft/DevAppsForTeams
1117,microsoft/PowerBI-visuals-TimelineStoryteller
1118,microsoft/Power-BI-Embedded-Contoso-Sales-Demo
1119,microsoft/helium-ui
1120,microsoft/frontend-appsells
1121,microsoft/art
1122,microsoft/bing-wordpress-url-submission-plugin
1123,microsoft/boll
1124,microsoft/FluidStorybook
1125,microsoft/Cloud-Native-In-a-Day
1126,microsoft/sqlmanagementobjects
1127,microsoft/Azure-Synapse-Retail-Recommender-Solution-Accelerator
1128,microsoft/consent-banner
1129,microsoft/edge-devtools-network-console
1130,microsoft/DLWorkspace
1131,microsoft/vegalite-for-powerbi
1132,microsoft/AspNetCore-React-WebApp
1133,microsoft/azuredatastudio-postgresql
1134,microsoft/build20AcceleratedSpark
1135,microsoft/moab
1136,microsoft/keyper
1137,microsoft/onnxruntime-training-examples
1138,microsoft/DWriteShapePy
1139,microsoft/microsoft-teams-brainy-bot
1140,microsoft/SmartKG
1141,microsoft/electionguard-ballot-marking-device
1142,microsoft/electionguard-ballot-box
1143,microsoft/gatsby-remark-makecode
1144,microsoft/PowerBI-visuals-AsterPlot
1145,microsoft/MTC_WindowsSmartInk
1146,microsoft/ShortStack
1147,microsoft/android-app-size-diff
1148,microsoft/Intune-Config-Frameworks
1149,microsoft/PowerBI-visuals-HeatStreams
1150,microsoft/exp-extension
1151,microsoft/electionguard-admin-device
1152,microsoft/vision-ai-developer-kit
1153,microsoft/vscode-python-devicesimulator
1154,microsoft/emat
1155,microsoft/simple_ado
1156,microsoft/esvit
1157,microsoft/AEC-Challenge
1158,microsoft/banner-settings-ado-extension
1159,microsoft/PowerBI-visuals-WordCloud
1160,microsoft/powerbi-visuals-enhancedscatter
1161,microsoft/powerbi-visuals-sunburst
1162,microsoft/flamegrill
1163,microsoft/PowerBI-visuals-AttributeSlicer
1164,microsoft/gatsby-starter-uifabric
1165,microsoft/browsecloud
1166,microsoft/vscode-hydrate
1167,microsoft/healthcare-apis-samples
1168,microsoft/terraform-azuredevops-integration
1169,microsoft/Ros-Orchestration
1170,microsoft/satcheljs-todomvc
1171,microsoft/robust-models-transfer
1172,microsoft/powerbi-visuals-gantt
1173,microsoft/vscode-remote-try-java
1174,microsoft/SDCM
1175,microsoft/WSL2-Linux-Kernel
1176,microsoft/microsoft-r
1177,microsoft/PowerBI-visuals-PowerKPIMatrix
1178,microsoft/azure-repos-pr-multi-cherry-pick
1179,microsoft/cognitive-services-notebooks
1180,microsoft/python-sample-tweeterapp
1181,microsoft/securitydev
1182,microsoft/azdata-extension-azdata
1183,microsoft/MentalHealthPlatform
1184,microsoft/IgniteTheTour
1185,microsoft/satcheljs-cookbook
1186,microsoft/roosterjs-react
1187,microsoft/powerbi-visuals-heatmap
1188,microsoft/PowerBI-visuals-PowerKPI
1189,microsoft/PowerBI-visuals-MultiKPI
1190,microsoft/vott-react
1191,microsoft/powerbi-visuals-timeline
1192,microsoft/powerbi-visuals-sankey
1193,microsoft/powerbi-visuals-dualkpi
1194,microsoft/vscode-azureeventgrid
1195,microsoft/powerbi-visuals-linedotchart
1196,microsoft/PowerBI-visuals-Tornado
1197,microsoft/powerbi-visuals-streamgraph
1198,microsoft/powerbi-visuals-pulsechart
1199,microsoft/powerbi-visuals-mekkochart
1200,microsoft/PowerBI-visuals-RadarChart
1201,microsoft/hackathon-team-builder
1202,microsoft/arcade-machine-react
1203,microsoft/GDK
1204,microsoft/arcade-machine
1205,microsoft/go-infra
1206,microsoft/vscode-azurevirtualmachines
1207,microsoft/c9-python-getting-started
1208,microsoft/WinAppDriver
1209,microsoft/app-store-vsts-extension
1210,microsoft/BotFramework-DirectLineJS
1211,microsoft/BladeMonRT
1212,microsoft/InnerEye-Inference
1213,microsoft/robustdg
1214,microsoft/typescript-styled-plugin
1215,microsoft/TestAdapterForGoogleTest
1216,microsoft/FluentUIEditableDetailsList
1217,microsoft/fin-ops-doc-scripts
1218,microsoft/arc-sql-mi-db-operator
1219,microsoft/vscode-remote-try-node
1220,microsoft/Focal-Transformer
1221,microsoft/mindaro
1222,microsoft/dstoolkit-classification-solution-accelerator
1223,microsoft/media-foundation
1224,microsoft/station-b-libraries
1225,microsoft/rushstack-samples
1226,microsoft/PSDocs-vscode
1227,microsoft/RecursiveExtractor
1228,microsoft/CRA
1229,microsoft/event-vae-rl
1230,microsoft/omnichannel-amsclient
1231,microsoft/debmitra
1232,microsoft/engagementinsights-sdk-ios
1233,microsoft/xbox-game-streaming-tools
1234,microsoft/Broadcast-Development-Kit
1235,microsoft/kubeflow-pipeline-azdo-task
1236,microsoft/vscode-chrome-debug-core
1237,microsoft/arcade-background-scroll
1238,microsoft/ogc-api-fast-features
1239,microsoft/jacdac-ddk
1240,microsoft/Graphormer
1241,microsoft/gctoolkit-testdata
1242,microsoft/cachepurge
1243,microsoft/mwx-teams-vaccine-attestation
1244,microsoft/vscode-uri
1245,microsoft/checkedc-clang
1246,microsoft/vscode-ripgrep
1247,microsoft/power-apps-portals-webpack
1248,microsoft/devices-hardware-dev-center-manager
1249,microsoft/databricks-import-notebook
1250,microsoft/RdpGamepad
1251,microsoft/typescript-etw
1252,microsoft/MCW-SQL-Server-hybrid-cloud
1253,microsoft/MCW-Machine-Learning
1254,microsoft/MCW-Intelligent-analytics
1255,microsoft/vscode-notepadplusplus-keybindings
1256,microsoft/appcenter-rest-python
1257,microsoft/hackathon-starter-kit
1258,microsoft/pbiworkshops
1259,microsoft/cocoapods-azure-universal-packages
1260,microsoft/SmartDump
1261,microsoft/TypeScript-Babel-Starter
1262,microsoft/xblock-onedrive
1263,microsoft/azure-spring-boot
1264,microsoft/sqlops-dataprotocolclient
1265,microsoft/Dr-Jekyll-and-Mr-Hyde-The-Strange-Case-of-Off-Policy-Policy-Updates
1266,microsoft/sql-server-language-extensions
1267,microsoft/nova-facade
1268,microsoft/document-level-targeted-content-transfer
1269,microsoft/0xDeCA10B
1270,microsoft/azure-boards-estimate
1271,microsoft/mdatp-devicecontrol
1272,microsoft/flin-nl2web
1273,microsoft/Xaml-Islands-Samples
1274,microsoft/azure-devops-engineering-extensions
1275,microsoft/azure-devops-extension-hot-reload-and-debug
1276,microsoft/azure-devops-extension-tasks
1277,microsoft/vsts-team-calendar
1278,microsoft/code-push-vsts-extension
1279,microsoft/wiql-to-odata-ado-extension
1280,microsoft/release-stats
1281,microsoft/vsts-extension-samples
1282,microsoft/azure-devops-extension-sample
1283,microsoft/featuretimeline
1284,microsoft/aks-postgre-keyrotation
1285,microsoft/DirectX-Graphics-Samples
1286,microsoft/PowerShellForGitHub
1287,microsoft/appcenter-sdk-unity
1288,microsoft/azure-spring-cloud-training
1289,microsoft/devinit-example-nodejs
1290,microsoft/health-cards-tests
1291,microsoft/midemo
1292,microsoft/TailwindTraders-Website
1293,microsoft/eShopOnContainers
1294,microsoft/llvm-project
1295,microsoft/UST
1296,microsoft/openjdk-jdk
1297,microsoft/package-inherit
1298,microsoft/openjdk-jdk11u
1299,microsoft/onnxruntime-tvm
1300,microsoft/xterm.js
1301,microsoft/react-native-svg-desktop
1302,microsoft/xtreme-distil-transformers
1303,microsoft/microsoft-teams-apps-company-communicator
1304,microsoft/azure-cli
1305,microsoft/vscode-windows-ca-certs
1306,microsoft/vscode-node-sqlite3
1307,microsoft/vscode-nsfw
1308,microsoft/azure_arc_jumpstartweb
1309,microsoft/AISchoolTutorials
1310,microsoft/TailwindTraders-Backend
1311,microsoft/cs_comments_service
1312,microsoft/PowerBI-visuals-NetworkNavigator
1313,microsoft/fabric8-maven-plugin
1314,microsoft/cla-assistant
1315,microsoft/initializr
1316,microsoft/edx-configuration
1317,microsoft/federalist
1318,microsoft/vscode-htmlhint
1319,microsoft/SealPIR
1320,microsoft/react-native-tscodegen
1321,microsoft/Dynamics365-CustomerInsights-Client-Libraries
1322,microsoft/CBM
1323,microsoft/Maps
1324,microsoft/omnichannel-ic3core
1325,microsoft/Microsoft-Start-WordPress-Plugin
1326,microsoft/synthetic-data-showcase
1327,microsoft/electionguard-tracking-site
1328,microsoft/ads-service-downloader
1329,microsoft/vswhere
1330,microsoft/Office365APIEditor
1331,microsoft/surface-duo-sdk-samples-kotlin
1332,microsoft/hls-hack-services
1333,microsoft/DataConnectors
1334,microsoft/AzureLTIAssessmentApp
1335,microsoft/objc-guide
1336,microsoft/swift-guide
1337,microsoft/dotnet-apiport
1338,microsoft/InnovateFPGA2021-Functions
1339,microsoft/ai-at-edge
1340,microsoft/vsixbootstrapper
1341,microsoft/api-extractor.com-website
1342,microsoft/rushjs.io-website
1343,microsoft/PowerBI-visuals-sampleBarChart-react
1344,microsoft/OAT
1345,microsoft/PageTour-SDK
1346,microsoft/vssetup.powershell
1347,microsoft/vscode-azure-iot-tools
1348,microsoft/health-architectures
1349,microsoft/vi-hds
1350,microsoft/vscode-platform-specific-sample
1351,microsoft/AutoBrewML
1352,microsoft/coyote-scheduler
1353,microsoft/jacdac-padauk
1354,microsoft/subseasonal_toolkit
1355,microsoft/dpu-utils
1356,microsoft/AppInsights.EnterpriseTelemetry.AspNetCore.Extension
1357,microsoft/SQL-ProcBench
1358,microsoft/RxKql
1359,microsoft/mu_silicon_arm_tiano
1360,microsoft/Network-Performance-Visualization
1361,microsoft/vscode-azurestorage
1362,microsoft/engagementinsights-sdk-android
1363,microsoft/GBB-Business-Applications
1364,microsoft/gdk-unity-package
1365,microsoft/VSExtensibility
1366,microsoft/tslib
1367,microsoft/azure-docs
1368,microsoft/devsquad-in-a-day
1369,microsoft/WKSPlus-M365SCC
1370,microsoft/azure-devops-node-api
1371,microsoft/OfficeCalendarInsights
1372,microsoft/crn-engine
1373,microsoft/vscode-vs-keybindings
1374,microsoft/rankerEval
1375,microsoft/TypeScript-Playground-Gist-Proxy-API
1376,microsoft/bonsai-gym
1377,microsoft/omnichannel-sdk
1378,microsoft/CanvasTools-for-VOTT
1379,microsoft/spfx-react-webchat
1380,microsoft/vscode-makefile-tools
1381,microsoft/eslint-plugin-sdl
1382,microsoft/vscode-postgresql
1383,microsoft/vscode-test
1384,microsoft/Dynamics-AX-Integration
1385,microsoft/Build-SCXcore
1386,microsoft/ess
1387,microsoft/NH4H-UserReg
1388,microsoft/sarif-js-sdk
1389,microsoft/WinObjC
1390,microsoft/OpenCLOn12
1391,microsoft/omi-kits
1392,microsoft/SCXcore
1393,microsoft/glue
1394,microsoft/ShaderConductor
1395,microsoft/azuredatastudio-debug
1396,microsoft/MapsSDK-Unity
1397,microsoft/Ironclad
1398,microsoft/pxt-ev3
1399,microsoft/source-map-compare
1400,microsoft/ANCE
1401,microsoft/vscode-gather
1402,microsoft/scalastyle-validate
1403,microsoft/graph-drilldown
1404,microsoft/install-databricks-cli
1405,microsoft/chart-parts
1406,microsoft/NH4H-GraphQL
1407,microsoft/Forerunner
1408,microsoft/monaco-css
1409,microsoft/monaco-html
1410,microsoft/Purview-Custom-Types-Tool-Solution-Accelerator
1411,microsoft/ardiffact
1412,microsoft/edu-assignments-apps-sample
1413,microsoft/Broadcast-Development-Kit-Meeting-App
1414,microsoft/Broadcast-Development-Kit-Web-UI
1415,microsoft/vscode-cdp
1416,microsoft/vscode-theme-color-consumer
1417,microsoft/cognitive-services-sdk-react-native-example
1418,microsoft/NH4H-GamificationUI
1419,microsoft/NH4H-TeamBuilder
1420,microsoft/mwx-teams-me-hub
1421,microsoft/nx-azure
1422,microsoft/landcover
1423,microsoft/Windows-AppConsult-Samples-UWP
1424,microsoft/APSI
1425,microsoft/Microsoft-Store-Services
1426,microsoft/Microsoft-Store-Services-Sample
1427,microsoft/p-profiler
1428,microsoft/spektate
1429,microsoft/DataMigrationTeam
1430,microsoft/bedrock-cli
1431,microsoft/ApplicationInsights-Kubernetes
1432,microsoft/task-scheduler
1433,microsoft/serial-monitor-cli
1434,microsoft/setup-msbuild
1435,microsoft/avml
1436,microsoft/jupyter-jacdac
1437,microsoft/ml4f
1438,microsoft/vscode-iot-workbench
1439,microsoft/gather
1440,microsoft/ts-parsec
1441,microsoft/painless-config
1442,microsoft/adx-query-charts
1443,microsoft/thrifty
1444,microsoft/adaptivecards-templates
1445,microsoft/FigmaSharp
1446,microsoft/ORBIT-Dataset
1447,microsoft/arr-grasp-type-recognition
1448,microsoft/vscode-textbuffer
1449,microsoft/painless-config-resolver
1450,microsoft/JMeter-AKS-LoadTest
1451,microsoft/winwithappplatpoc
1452,microsoft/PowerBI-visuals-CardBrowser
1453,microsoft/reactxp
1454,microsoft/BotBuilder-V3
1455,microsoft/PhoneticMatching
1456,microsoft/license-checker-webpack-plugin
1457,microsoft/appcenter-sampleapp-react-native
1458,microsoft/just
1459,microsoft/lsvmtools
1460,microsoft/csa-misc-utils
1461,microsoft/webvalidate
1462,microsoft/TypeScript-Node-Starter
1463,microsoft/Azure-Percept-Reference-Solutions
1464,microsoft/vmscalesets
1465,microsoft/botframework-solutions
1466,microsoft/ai.ed
1467,microsoft/PowerBI-Icons
1468,microsoft/AzureDWScriptsandUtilities
1469,microsoft/json-schemas
1470,microsoft/bedrock
1471,microsoft/code-push
1472,microsoft/testauth
1473,microsoft/MigrateToGraph
1474,microsoft/openshift-origin
1475,microsoft/windows-docs-rs
1476,microsoft/redux-micro-frontend
1477,microsoft/bonsai-anylogic
1478,microsoft/Bing-Maps-V8-TypeScript-Definitions
1479,microsoft/IIS.WebManager
1480,microsoft/iotedge-k8s-doc
1481,microsoft/RIoT
1482,microsoft/nutter
1483,microsoft/vscode-remote-try-php
1484,microsoft/vscode-remote-try-go
1485,microsoft/vscode-remote-try-cpp
1486,microsoft/MixedReality-SceneUnderstanding-Samples
1487,microsoft/textgame_baseline_agents
1488,microsoft/task_oriented_dialogue_as_dataflow_synthesis
1489,microsoft/unitysetup.powershell
1490,microsoft/projection-grid
1491,microsoft/Industry-Accelerator-Education
1492,microsoft/mssql-docker
1493,microsoft/hash-and-cache
1494,microsoft/xaml-designer-extensibility
1495,microsoft/AzureClusterlessHPC.jl
1496,microsoft/multicluster-gitops
1497,microsoft/kfp-event-handler
1498,microsoft/Build-Docker-Provider
1499,microsoft/sqlworkshops
